Log_ID,Timestamp,Date,Time,Severity,Component,Block_ID,Source_IP,Destination_IP,Message,Label_Anomaly,Raw_Log
1075,2008-11-10T22:47:46Z,2008-11-10,22:47:46,INFO,dfs.DataNode$PacketResponder,blk_-5534560875087182998,10.250.19.225,10.250.19.225:50010,Received block blk_-5534560875087182998 of size 67108864 from /10.250.7.230,Normal,081110 224746 16694 INFO dfs.DataNode$PacketResponder: Received block blk_-5534560875087182998 of size 67108864 from /10.250.7.230
1076,2008-11-10T22:47:55Z,2008-11-10,22:47:55,INFO,dfs.FSNamesystem,blk_3376391218693716925,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001560_0/part-01560. blk_3376391218693716925,Normal,081110 224755 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001560_0/part-01560. blk_3376391218693716925
1077,2008-11-10T22:48:17Z,2008-11-10,22:48:17,INFO,dfs.DataNode$PacketResponder,blk_2691304991047255190,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_2691304991047255190 terminating,Normal,081110 224817 16597 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_2691304991047255190 terminating
1078,2008-11-10T22:49:32Z,2008-11-10,22:49:32,INFO,dfs.FSNamesystem,blk_8708862520108736953,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001230_0/part-01230. blk_8708862520108736953,Normal,081110 224932 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001230_0/part-01230. blk_8708862520108736953
1079,2008-11-10T22:49:38Z,2008-11-10,22:49:38,INFO,dfs.FSNamesystem,blk_-5718873743060788176,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_-5718873743060788176 size 67108864,Normal,081110 224938 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_-5718873743060788176 size 67108864
1080,2008-11-10T22:49:58Z,2008-11-10,22:49:58,INFO,dfs.DataNode$DataXceiver,blk_-2989288139685694818,10.250.19.227:60160,10.250.19.227:50010,Receiving block blk_-2989288139685694818 src: /10.250.19.227:60160 dest: /10.250.19.227:50010,Normal,081110 224958 16603 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2989288139685694818 src: /10.250.19.227:60160 dest: /10.250.19.227:50010
1081,2008-11-10T22:50:56Z,2008-11-10,22:50:56,INFO,dfs.DataNode$DataXceiver,blk_6245594177708848366,10.250.15.198:46793,10.250.15.198:50010,Receiving block blk_6245594177708848366 src: /10.250.15.198:46793 dest: /10.250.15.198:50010,Normal,081110 225056 16728 INFO dfs.DataNode$DataXceiver: Receiving block blk_6245594177708848366 src: /10.250.15.198:46793 dest: /10.250.15.198:50010
1082,2008-11-10T22:51:24Z,2008-11-10,22:51:24,INFO,dfs.DataNode$PacketResponder,blk_4433676399725693167,10.250.19.225,10.250.19.225:50010,Received block blk_4433676399725693167 of size 67108864 from /10.251.37.240,Normal,081110 225124 16591 INFO dfs.DataNode$PacketResponder: Received block blk_4433676399725693167 of size 67108864 from /10.251.37.240
1083,2008-11-10T22:52:13Z,2008-11-10,22:52:13,INFO,dfs.DataNode$PacketResponder,blk_-5644397018622018109,10.250.19.225,10.250.19.225:50010,Received block blk_-5644397018622018109 of size 67108864 from /10.251.109.236,Normal,081110 225213 16632 INFO dfs.DataNode$PacketResponder: Received block blk_-5644397018622018109 of size 67108864 from /10.251.109.236
1084,2008-11-10T22:53:05Z,2008-11-10,22:53:05,INFO,dfs.DataNode$PacketResponder,blk_-6986311820863339652,10.250.19.225,10.250.19.225:50010,Received block blk_-6986311820863339652 of size 67108864 from /10.251.71.240,Normal,081110 225305 16687 INFO dfs.DataNode$PacketResponder: Received block blk_-6986311820863339652 of size 67108864 from /10.251.71.240
1085,2008-11-10T22:53:51Z,2008-11-10,22:53:51,INFO,dfs.FSNamesystem,blk_207875475387433291,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.64:50010 is added to blk_207875475387433291 size 67108864,Normal,081110 225351 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.64:50010 is added to blk_207875475387433291 size 67108864
1086,2008-11-10T22:54:00Z,2008-11-10,22:54:00,INFO,dfs.FSNamesystem,blk_-7115635482536854135,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_-7115635482536854135 size 67108864,Normal,081110 225400 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_-7115635482536854135 size 67108864
1087,2008-11-10T22:54:23Z,2008-11-10,22:54:23,INFO,dfs.DataNode$PacketResponder,blk_-1956140031907143783,10.250.19.225,10.250.19.225:50010,Received block blk_-1956140031907143783 of size 67108864 from /10.251.70.112,Normal,081110 225423 16747 INFO dfs.DataNode$PacketResponder: Received block blk_-1956140031907143783 of size 67108864 from /10.251.70.112
1088,2008-11-10T22:56:42Z,2008-11-10,22:56:42,INFO,dfs.DataNode$PacketResponder,blk_7534378757788640871,10.250.19.225,10.250.19.225:50010,Received block blk_7534378757788640871 of size 67108864 from /10.251.214.130,Normal,081110 225642 16655 INFO dfs.DataNode$PacketResponder: Received block blk_7534378757788640871 of size 67108864 from /10.251.214.130
1089,2008-11-10T22:57:40Z,2008-11-10,22:57:40,INFO,dfs.FSNamesystem,blk_8196657927516481490,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001662_0/part-01662. blk_8196657927516481490,Normal,081110 225740 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001662_0/part-01662. blk_8196657927516481490
1090,2008-11-10T22:58:13Z,2008-11-10,22:58:13,INFO,dfs.DataNode$DataXceiver,blk_-5029807829679779067,10.251.122.79:49600,10.251.122.79:50010,Receiving block blk_-5029807829679779067 src: /10.251.122.79:49600 dest: /10.251.122.79:50010,Normal,081110 225813 16867 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5029807829679779067 src: /10.251.122.79:49600 dest: /10.251.122.79:50010
1091,2008-11-10T22:59:05Z,2008-11-10,22:59:05,INFO,dfs.DataNode$DataXceiver,blk_-3657751236932275338,10.251.123.99:50481,10.251.123.99:50010,Receiving block blk_-3657751236932275338 src: /10.251.123.99:50481 dest: /10.251.123.99:50010,Normal,081110 225905 16532 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3657751236932275338 src: /10.251.123.99:50481 dest: /10.251.123.99:50010
1092,2008-11-10T22:59:47Z,2008-11-10,22:59:47,INFO,dfs.FSNamesystem,blk_1594026090263820445,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to blk_1594026090263820445 size 67108864,Normal,081110 225947 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to blk_1594026090263820445 size 67108864
1093,2008-11-10T23:01:05Z,2008-11-10,23:01:05,INFO,dfs.DataBlockScanner,blk_3894335463008345041,10.250.19.225,10.250.19.225:50010,Verification succeeded for blk_3894335463008345041,Normal,081110 230105 13 INFO dfs.DataBlockScanner: Verification succeeded for blk_3894335463008345041
1094,2008-11-10T23:02:02Z,2008-11-10,23:02:02,INFO,dfs.FSNamesystem,blk_-6299730951392868297,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.224:50010 is added to blk_-6299730951392868297 size 67108864,Normal,081110 230202 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.224:50010 is added to blk_-6299730951392868297 size 67108864
1095,2008-11-10T23:03:14Z,2008-11-10,23:03:14,INFO,dfs.DataNode$PacketResponder,blk_157913239647511296,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_157913239647511296 terminating,Normal,081110 230314 16898 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_157913239647511296 terminating
1096,2008-11-10T23:03:15Z,2008-11-10,23:03:15,INFO,dfs.DataNode$PacketResponder,blk_-6454539193224916125,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-6454539193224916125 terminating,Normal,081110 230315 16811 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-6454539193224916125 terminating
1097,2008-11-10T23:03:38Z,2008-11-10,23:03:38,INFO,dfs.FSNamesystem,blk_-3575568207121859434,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to blk_-3575568207121859434 size 67108864,Normal,081110 230338 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to blk_-3575568207121859434 size 67108864
1098,2008-11-10T23:04:57Z,2008-11-10,23:04:57,INFO,dfs.DataNode$PacketResponder,blk_-4325209272072286951,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-4325209272072286951 terminating,Normal,081110 230457 16876 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-4325209272072286951 terminating
1099,2008-11-10T23:05:08Z,2008-11-10,23:05:08,INFO,dfs.FSNamesystem,blk_-5739126205963920408,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.159:50010 is added to blk_-5739126205963920408 size 67108864,Normal,081110 230508 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.159:50010 is added to blk_-5739126205963920408 size 67108864
1100,2008-11-10T23:05:24Z,2008-11-10,23:05:24,INFO,dfs.DataNode$PacketResponder,blk_-9056865861421808370,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-9056865861421808370 terminating,Normal,081110 230524 16637 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-9056865861421808370 terminating
1101,2008-11-10T23:05:36Z,2008-11-10,23:05:36,INFO,dfs.DataNode$PacketResponder,blk_-6934248664959947757,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-6934248664959947757 terminating,Normal,081110 230536 16598 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-6934248664959947757 terminating
1102,2008-11-10T23:05:45Z,2008-11-10,23:05:45,INFO,dfs.DataNode$PacketResponder,blk_-2082401934988378573,10.250.19.225,10.250.19.225:50010,Received block blk_-2082401934988378573 of size 67108864 from /10.251.214.112,Normal,081110 230545 16742 INFO dfs.DataNode$PacketResponder: Received block blk_-2082401934988378573 of size 67108864 from /10.251.214.112
1103,2008-11-10T23:06:27Z,2008-11-10,23:06:27,INFO,dfs.DataNode$PacketResponder,blk_7627900514276120558,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_7627900514276120558 terminating,Normal,081110 230627 16366 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_7627900514276120558 terminating
1104,2008-11-10T23:06:28Z,2008-11-10,23:06:28,INFO,dfs.DataNode$PacketResponder,blk_-1250775350296476256,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_-1250775350296476256 terminating,Normal,081110 230628 16721 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-1250775350296476256 terminating
1105,2008-11-10T23:06:33Z,2008-11-10,23:06:33,INFO,dfs.DataNode$PacketResponder,blk_2389216938154332862,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_2389216938154332862 terminating,Normal,081110 230633 16678 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_2389216938154332862 terminating
1106,2008-11-10T23:08:59Z,2008-11-10,23:08:59,INFO,dfs.FSNamesystem,blk_7430820184211246929,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to blk_7430820184211246929 size 67108864,Normal,081110 230859 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to blk_7430820184211246929 size 67108864
1107,2008-11-10T23:12:36Z,2008-11-10,23:12:36,INFO,dfs.FSNamesystem,blk_-608202790716579401,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-608202790716579401 is added to invalidSet of 10.251.198.33:50010,Normal,081110 231236 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-608202790716579401 is added to invalidSet of 10.251.198.33:50010
1108,2008-11-10T23:12:41Z,2008-11-10,23:12:41,INFO,dfs.FSNamesystem,blk_-1335063409877429524,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-1335063409877429524 is added to invalidSet of 10.251.107.196:50010,Normal,081110 231241 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-1335063409877429524 is added to invalidSet of 10.251.107.196:50010
1109,2008-11-10T23:15:56Z,2008-11-10,23:15:56,INFO,dfs.DataNode$DataXceiver,blk_-5236655516146555545,10.250.19.225,10.250.19.225:50010,10.251.202.181:50010 Served block blk_-5236655516146555545 to /10.251.31.5,Normal,081110 231556 16543 INFO dfs.DataNode$DataXceiver: 10.251.202.181:50010 Served block blk_-5236655516146555545 to /10.251.31.5
1110,2008-11-10T23:19:04Z,2008-11-10,23:19:04,WARN,dfs.DataNode$DataXceiver,blk_2262752117989012641,10.250.19.225,10.250.19.225:50010,10.251.75.143:50010:Got exception while serving blk_2262752117989012641 to /10.250.13.188:,Anomaly,081110 231904 17028 WARN dfs.DataNode$DataXceiver: 10.251.75.143:50010:Got exception while serving blk_2262752117989012641 to /10.250.13.188:
1111,2008-11-10T23:19:11Z,2008-11-10,23:19:11,WARN,dfs.DataNode$DataXceiver,blk_-4181768899028058192,10.250.19.225,10.250.19.225:50010,10.251.126.227:50010:Got exception while serving blk_-4181768899028058192 to /10.251.26.177:,Anomaly,081110 231911 16933 WARN dfs.DataNode$DataXceiver: 10.251.126.227:50010:Got exception while serving blk_-4181768899028058192 to /10.251.26.177:
1112,2008-11-10T23:27:39Z,2008-11-10,23:27:39,INFO,dfs.DataNode$DataXceiver,blk_-7990763409688650846,10.250.19.225,10.250.19.225:50010,10.251.123.99:50010 Served block blk_-7990763409688650846 to /10.251.197.161,Normal,081110 232739 16715 INFO dfs.DataNode$DataXceiver: 10.251.123.99:50010 Served block blk_-7990763409688650846 to /10.251.197.161
1113,2008-11-10T23:39:40Z,2008-11-10,23:39:40,INFO,dfs.DataNode$DataXceiver,blk_-2656323385657954732,10.250.19.225,10.250.19.225:50010,10.250.17.225:50010 Served block blk_-2656323385657954732 to /10.250.17.225,Normal,081110 233940 17094 INFO dfs.DataNode$DataXceiver: 10.250.17.225:50010 Served block blk_-2656323385657954732 to /10.250.17.225
1114,2008-11-10T23:39:54Z,2008-11-10,23:39:54,WARN,dfs.DataNode$DataXceiver,blk_-7029628814943626474,10.250.19.225,10.250.19.225:50010,10.250.7.230:50010:Got exception while serving blk_-7029628814943626474 to /10.251.38.197:,Anomaly,081110 233954 17191 WARN dfs.DataNode$DataXceiver: 10.250.7.230:50010:Got exception while serving blk_-7029628814943626474 to /10.251.38.197:
1115,2008-11-10T23:54:45Z,2008-11-10,23:54:45,INFO,dfs.DataNode$DataXceiver,blk_8711213005689112399,10.250.19.225,10.250.19.225:50010,10.251.127.243:50010 Served block blk_8711213005689112399 to /10.251.74.134,Normal,081110 235445 16879 INFO dfs.DataNode$DataXceiver: 10.251.127.243:50010 Served block blk_8711213005689112399 to /10.251.74.134
1116,2008-11-11T00:00:37Z,2008-11-11,00:00:37,INFO,dfs.DataNode$DataXceiver,blk_-3696162841836791939,10.250.19.225,10.250.19.225:50010,10.251.195.70:50010 Served block blk_-3696162841836791939 to /10.251.195.70,Normal,081111 000037 17163 INFO dfs.DataNode$DataXceiver: 10.251.195.70:50010 Served block blk_-3696162841836791939 to /10.251.195.70
1117,2008-11-11T00:06:26Z,2008-11-11,00:06:26,INFO,dfs.DataNode$DataXceiver,blk_-8915491531889006304,10.250.19.225,10.250.19.225:50010,10.251.91.84:50010 Served block blk_-8915491531889006304 to /10.251.91.84,Normal,081111 000626 17362 INFO dfs.DataNode$DataXceiver: 10.251.91.84:50010 Served block blk_-8915491531889006304 to /10.251.91.84
1118,2008-11-11T00:09:32Z,2008-11-11,00:09:32,INFO,dfs.DataNode$DataXceiver,blk_-657087263710195616,10.250.19.225,10.250.19.225:50010,10.251.90.64:50010 Served block blk_-657087263710195616 to /10.250.14.196,Normal,081111 000932 16928 INFO dfs.DataNode$DataXceiver: 10.251.90.64:50010 Served block blk_-657087263710195616 to /10.250.14.196
1119,2008-11-11T00:27:41Z,2008-11-11,00:27:41,INFO,dfs.DataNode$DataXceiver,blk_-1125621902344947014,10.250.19.225,10.250.19.225:50010,10.250.10.213:50010 Served block blk_-1125621902344947014 to /10.250.10.213,Normal,081111 002741 17343 INFO dfs.DataNode$DataXceiver: 10.250.10.213:50010 Served block blk_-1125621902344947014 to /10.250.10.213
1120,2008-11-11T00:41:02Z,2008-11-11,00:41:02,WARN,dfs.DataNode$DataXceiver,blk_481857539063371482,10.250.19.225,10.250.19.225:50010,10.251.214.175:50010:Got exception while serving blk_481857539063371482 to /10.251.105.189:,Anomaly,081111 004102 17259 WARN dfs.DataNode$DataXceiver: 10.251.214.175:50010:Got exception while serving blk_481857539063371482 to /10.251.105.189:
1121,2008-11-11T00:46:57Z,2008-11-11,00:46:57,INFO,dfs.DataNode$DataXceiver,blk_1200136320542454615,10.250.19.225,10.250.19.225:50010,10.250.10.6:50010 Served block blk_1200136320542454615 to /10.250.10.6,Normal,081111 004657 17337 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block blk_1200136320542454615 to /10.250.10.6
1122,2008-11-11T01:12:54Z,2008-11-11,01:12:54,WARN,dfs.DataNode$DataXceiver,blk_-8083036675630459841,10.250.19.225,10.250.19.225:50010,10.251.39.144:50010:Got exception while serving blk_-8083036675630459841 to /10.251.39.209:,Anomaly,081111 011254 17716 WARN dfs.DataNode$DataXceiver: 10.251.39.144:50010:Got exception while serving blk_-8083036675630459841 to /10.251.39.209:
1123,2008-11-11T01:22:54Z,2008-11-11,01:22:54,WARN,dfs.DataNode$DataXceiver,blk_-1508527605812345693,10.250.19.225,10.250.19.225:50010,10.250.7.32:50010:Got exception while serving blk_-1508527605812345693 to /10.251.74.192:,Anomaly,081111 012254 17517 WARN dfs.DataNode$DataXceiver: 10.250.7.32:50010:Got exception while serving blk_-1508527605812345693 to /10.251.74.192:
1124,2008-11-11T01:32:41Z,2008-11-11,01:32:41,INFO,dfs.DataNode$DataXceiver,blk_3905759687686730625,10.250.19.225,10.250.19.225:50010,10.251.31.180:50010 Served block blk_3905759687686730625 to /10.251.31.180,Normal,081111 013241 17501 INFO dfs.DataNode$DataXceiver: 10.251.31.180:50010 Served block blk_3905759687686730625 to /10.251.31.180
1125,2008-11-11T01:33:22Z,2008-11-11,01:33:22,INFO,dfs.DataNode$DataXceiver,blk_342378162324355732,10.250.19.225,10.250.19.225:50010,10.251.121.224:50010 Served block blk_342378162324355732 to /10.251.121.224,Normal,081111 013322 17524 INFO dfs.DataNode$DataXceiver: 10.251.121.224:50010 Served block blk_342378162324355732 to /10.251.121.224
1126,2008-11-11T01:34:00Z,2008-11-11,01:34:00,INFO,dfs.DataNode$DataXceiver,blk_-8674089929114017279,10.250.19.225,10.250.19.225:50010,10.250.14.38:50010 Served block blk_-8674089929114017279 to /10.250.14.38,Normal,081111 013400 17543 INFO dfs.DataNode$DataXceiver: 10.250.14.38:50010 Served block blk_-8674089929114017279 to /10.250.14.38
1127,2008-11-11T01:44:31Z,2008-11-11,01:44:31,WARN,dfs.DataNode$DataXceiver,blk_-3140031507252212554,10.250.19.225,10.250.19.225:50010,10.251.107.98:50010:Got exception while serving blk_-3140031507252212554 to /10.250.7.244:,Anomaly,081111 014431 17416 WARN dfs.DataNode$DataXceiver: 10.251.107.98:50010:Got exception while serving blk_-3140031507252212554 to /10.250.7.244:
1128,2008-11-11T02:07:52Z,2008-11-11,02:07:52,INFO,dfs.DataNode$DataXceiver,blk_-309134958179110212,10.250.19.225,10.250.19.225:50010,10.251.125.237:50010 Served block blk_-309134958179110212 to /10.251.125.237,Normal,081111 020752 17598 INFO dfs.DataNode$DataXceiver: 10.251.125.237:50010 Served block blk_-309134958179110212 to /10.251.125.237
1129,2008-11-11T02:21:43Z,2008-11-11,02:21:43,INFO,dfs.DataNode$DataXceiver,blk_-3134225108208373949,10.250.19.225,10.250.19.225:50010,10.250.13.240:50010 Served block blk_-3134225108208373949 to /10.250.13.240,Normal,081111 022143 17663 INFO dfs.DataNode$DataXceiver: 10.250.13.240:50010 Served block blk_-3134225108208373949 to /10.250.13.240
1130,2008-11-11T02:30:10Z,2008-11-11,02:30:10,INFO,dfs.FSNamesystem,blk_-8887373200836701910,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-8887373200836701910 is added to invalidSet of 10.251.193.224:50010,Normal,081111 023010 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-8887373200836701910 is added to invalidSet of 10.251.193.224:50010
1131,2008-11-11T02:30:11Z,2008-11-11,02:30:11,INFO,dfs.FSNamesystem,blk_-1162676743264290624,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-1162676743264290624 is added to invalidSet of 10.251.194.213:50010,Normal,081111 023011 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-1162676743264290624 is added to invalidSet of 10.251.194.213:50010
1132,2008-11-11T02:30:11Z,2008-11-11,02:30:11,INFO,dfs.FSNamesystem,blk_-5513640508500780385,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-5513640508500780385 is added to invalidSet of 10.251.203.179:50010,Normal,081111 023011 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-5513640508500780385 is added to invalidSet of 10.251.203.179:50010
1133,2008-11-11T02:30:11Z,2008-11-11,02:30:11,INFO,dfs.FSNamesystem,blk_-7767902948513849386,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-7767902948513849386 is added to invalidSet of 10.251.71.146:50010,Normal,081111 023011 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-7767902948513849386 is added to invalidSet of 10.251.71.146:50010
1134,2008-11-11T02:30:13Z,2008-11-11,02:30:13,INFO,dfs.FSNamesystem,blk_-5382946262718129284,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-5382946262718129284 is added to invalidSet of 10.250.5.161:50010,Normal,081111 023013 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-5382946262718129284 is added to invalidSet of 10.250.5.161:50010
1135,2008-11-11T02:30:13Z,2008-11-11,02:30:13,INFO,dfs.FSNamesystem,blk_5668137923110942035,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_5668137923110942035 is added to invalidSet of 10.251.91.229:50010,Normal,081111 023013 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5668137923110942035 is added to invalidSet of 10.251.91.229:50010
1136,2008-11-11T02:30:13Z,2008-11-11,02:30:13,INFO,dfs.FSNamesystem,blk_7197514030988119866,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_7197514030988119866 is added to invalidSet of 10.251.75.49:50010,Normal,081111 023013 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_7197514030988119866 is added to invalidSet of 10.251.75.49:50010
1137,2008-11-11T02:30:15Z,2008-11-11,02:30:15,INFO,dfs.FSNamesystem,blk_-5362598472846558076,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-5362598472846558076 is added to invalidSet of 10.250.14.143:50010,Normal,081111 023015 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-5362598472846558076 is added to invalidSet of 10.250.14.143:50010
1138,2008-11-11T02:30:17Z,2008-11-11,02:30:17,INFO,dfs.FSNamesystem,blk_-4269939382058952254,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-4269939382058952254 is added to invalidSet of 10.251.203.129:50010,Normal,081111 023017 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-4269939382058952254 is added to invalidSet of 10.251.203.129:50010
1139,2008-11-11T02:30:17Z,2008-11-11,02:30:17,INFO,dfs.FSNamesystem,blk_-6978845808078082463,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-6978845808078082463 is added to invalidSet of 10.251.109.209:50010,Normal,081111 023017 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-6978845808078082463 is added to invalidSet of 10.251.109.209:50010
1140,2008-11-11T02:30:22Z,2008-11-11,02:30:22,INFO,dfs.FSNamesystem,blk_-1071115021179995772,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-1071115021179995772 is added to invalidSet of 10.250.11.53:50010,Normal,081111 023022 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-1071115021179995772 is added to invalidSet of 10.250.11.53:50010
1141,2008-11-11T02:30:22Z,2008-11-11,02:30:22,INFO,dfs.FSNamesystem,blk_7336636250384047238,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_7336636250384047238 is added to invalidSet of 10.251.26.177:50010,Normal,081111 023022 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_7336636250384047238 is added to invalidSet of 10.251.26.177:50010
1142,2008-11-11T02:30:22Z,2008-11-11,02:30:22,INFO,dfs.FSNamesystem,blk_8493856762887493521,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_8493856762887493521 is added to invalidSet of 10.251.26.131:50010,Normal,081111 023022 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_8493856762887493521 is added to invalidSet of 10.251.26.131:50010
1143,2008-11-11T02:30:24Z,2008-11-11,02:30:24,INFO,dfs.FSNamesystem,blk_1043487525777829194,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_1043487525777829194 is added to invalidSet of 10.251.110.8:50010,Normal,081111 023024 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_1043487525777829194 is added to invalidSet of 10.251.110.8:50010
1144,2008-11-11T02:30:24Z,2008-11-11,02:30:24,INFO,dfs.FSNamesystem,blk_-3225035678192156905,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-3225035678192156905 is added to invalidSet of 10.251.38.214:50010,Normal,081111 023024 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-3225035678192156905 is added to invalidSet of 10.251.38.214:50010
1145,2008-11-11T02:30:25Z,2008-11-11,02:30:25,INFO,dfs.FSNamesystem,blk_5572208681898881669,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_5572208681898881669 is added to invalidSet of 10.251.38.197:50010,Normal,081111 023025 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5572208681898881669 is added to invalidSet of 10.251.38.197:50010
